State,year,winner_name,winner_party,total_votes,winner_votes,winner_percent,party_lean,PVI,key,Abbreviation,PVI_rank
Utah,1912,"Taft, William",Republican,112386,42100,0.37460181873187054,Whig/Other,0.002260444826267083,Whig/Other 0-4%,UT,1
Montana,1992,"Clinton, Bill",Democratic,410611,154507,0.37628558416603547,Republican,0.017308619368145817,Republican 0-4%,MT,11
Iowa,1912,"Wilson, Woodrow",Democratic,492356,185325,0.376404471561228,Whig/Other,0.0704979014531334,Whig/Other 4-9%,IA,21
Minnesota,1912,"Roosevelt, Theodore ""Teddy""","Progressive ""Bull Moose""",334219,125856,0.37656746025809423,Whig/Other,0.1461783306029653,Whig/Other 9% or more,MN,34
Tennessee,1968,"Nixon, Richard",Republican,1248617,472592,0.3784923639514759,Republican,0.06959634926055325,Republican 4-9%,TN,35
South Carolina,1968,"Nixon, Richard",Republican,666982,254062,0.38091282823224615,Republican,0.05858725395020181,Republican 4-9%,SC,28
Wisconsin,1848,"Cass, Lewis",Democratic,39166,15001,0.3830107746514834,Democratic,0.048504753399547684,Democratic 4-9%,WI,17
Arizona,1992,"Bush, George H.W.",Republican,1487006,572086,0.3847233972156131,Republican,0.047568230447018245,Republican 4-9%,AZ,27
Arkansas,1968,"Wallace, George",American Independent,609590,235627,0.38653357174494335,Republican,0.0015039210491439858,Republican 0-4%,AR,1
Maine,1992,"Clinton, Bill",Democratic,679499,263420,0.3876679730212995,Democratic,0.02600953802858419,Democratic 0-4%,ME,16
New Hampshire,1992,"Clinton, Bill",Democratic,537945,209040,0.388589911608064,Republican,0.026583677062403832,Republican 0-4%,NH,17
Kansas,1992,"Bush, George H.W.",Republican,1157236,449951,0.38881524598266903,Republican,0.06995974649307463,Republican 4-9%,KS,37
Michigan,1912,"Roosevelt, Theodore ""Teddy""","Progressive ""Bull Moose""",550976,214584,0.3894616099430828,Whig/Other,0.19171645252418107,Whig/Other 9% or more,MI,39
Mississippi,1960,"Other (Unpledge Democratic, etc.)",NA,298171,116248,0.38987024224354483,Democratic,0.09482199508625921,Democratic 9% or more,MS,44
Rhode Island,1912,"Wilson, Woodrow",Democratic,77894,30412,0.3904280175623283,Democratic,0.038741623329187624,Democratic 0-4%,RI,11
Connecticut,1912,"Wilson, Woodrow",Democratic,190404,74561,0.3915936639986555,Democratic,0.08164270324434086,Democratic 4-9%,CT,24
Kansas,1912,"Wilson, Woodrow",Democratic,365560,143663,0.39299431009957325,Whig/Other,0.05991422968298871,Whig/Other 4-9%,KS,19
Maine,1912,"Wilson, Woodrow",Democratic,129640,51113,0.39426874421474856,Whig/Other,0.09121265385522259,Whig/Other 9% or more,ME,25
Alaska,1992,"Bush, George H.W.",Republican,258506,102000,0.3945749808515083,Republican,0.10029181100360057,Republican 9% or more,AK,46
New Hampshire,1912,"Wilson, Woodrow",Democratic,87961,34724,0.39476586214344994,Democratic,0.056828663959654024,Democratic 4-9%,NH,18
North Carolina,1968,"Nixon, Richard",Republican,1587493,627192,0.3950833169028147,Republican,0.07065796190390172,Republican 4-9%,NC,37
Wyoming,1992,"Bush, George H.W.",Republican,200625,79347,0.39549906542056074,Republican,0.07246942491086455,Republican 4-9%,WY,38
Nevada,1912,"Wilson, Woodrow",Democratic,20115,7986,0.3970171513795675,Whig/Other,0.017407233417336854,Whig/Other 0-4%,NV,6
Colorado,1992,"Clinton, Bill",Democratic,1569180,629681,0.40128028651907366,Republican,0.006528535388649004,Republican 0-4%,CO,2
Ohio,1992,"Clinton, Bill",Democratic,4939964,1984942,0.4018130496497545,Republican,0.022867557147353668,Republican 0-4%,OH,15
Florida,1968,"Nixon, Richard",Republican,2187805,886804,0.4053395983645709,Republican,0.06309654456619462,Republican 4-9%,FL,31
Texas,1992,"Bush, George H.W.",Republican,6154018,2496071,0.40560021111410466,Republican,0.05697082227575384,Republican 4-9%,TX,31
South Dakota,1992,"Bush, George H.W.",Republican,336254,136718,0.4065914457523182,Republican,0.05715952830028531,Republican 4-9%,SD,32
Vermont,1832,"Wirt, William",Anti-Masonic,32128,13106,0.4079307768924303,Whig/Other,0.18340476526532712,Whig/Other 9% or more,VT,14
Florida,1992,"Bush, George H.W.",Republican,5314392,2173310,0.4089480038356222,Republican,0.0463970251004891,Republican 4-9%,FL,26
Ohio,1912,"Wilson, Woodrow",Democratic,1037094,424834,0.40963885626568086,Democratic,0.04460304612469035,Democratic 4-9%,OH,12
Wisconsin,1912,"Wilson, Woodrow",Democratic,399975,164230,0.4106006625414088,Democratic,0.12015372365945154,Democratic 9% or more,WI,31
Wisconsin,1992,"Clinton, Bill",Democratic,2531114,1041066,0.41130743222154353,Republican,0.006604105595744314,Republican 0-4%,WI,3
Texas,1968,"Humphrey, Hubert",Democratic,3079406,1266804,0.41137933744364985,Democratic,0.011868180464914224,Democratic 0-4%,TX,6
New Jersey,1912,"Wilson, Woodrow",Democratic,432739,178289,0.4120012293784475,Whig/Other,0.053567789889322426,Whig/Other 4-9%,NJ,15
Arizona,1924,"Coolidge, Calvin",Republican,73961,30516,0.41259582753072566,Democratic,0.11443384014609281,Democratic 9% or more,AZ,20
New York,1912,"Wilson, Woodrow",Democratic,1588315,655573,0.41274747137689943,Democratic,0.02258885145355949,Democratic 0-4%,NY,8
New Mexico,1912,"Wilson, Woodrow",Democratic,49376,20437,0.4139055411535969,Democratic,0.10565833835531002,Democratic 9% or more,NM,28
Washington,1892,"Harrison, Benjamin",Republican,87969,36460,0.4144641862474281,Republican,0.06713661727960929,Republican 4-9%,WA,24
Massachusetts,1852,"Scott, Winfield",Whig,127103,52683,0.41449060997773457,Whig/Other,0.07839726753322529,Whig/Other 4-9%,MA,24
Nevada,1924,"Coolidge, Calvin",Republican,26921,11243,0.4176293599791984,Republican,0.003340833699157497,Republican 0-4%,NV,1
California,1912,"Roosevelt, Theodore ""Teddy""","Progressive ""Bull Moose""",677944,283610,0.4183383878314433,Whig/Other,0.1045075952991173,Whig/Other 9% or more,CA,27
Massachusetts,1980,"Reagan, Ronald",Republican,2524298,1057631,0.41898024718159266,Democratic,0.052146684247269204,Democratic 4-9%,MA,30
Idaho,1992,"Bush, George H.W.",Republican,482142,202645,0.42030148794338595,Republican,0.13116402082846462,Republican 9% or more,ID,48
West Virginia,1912,"Wilson, Woodrow",Democratic,268828,113197,0.42107592959066764,Whig/Other,0.01573377121169689,Whig/Other 0-4%,WV,5
Connecticut,1992,"Clinton, Bill",Democratic,1616332,682318,0.422139758415969,Democratic,0.00670197645736792,Democratic 0-4%,CT,4
Montana,1892,"Harrison, Benjamin",Republican,44461,18871,0.424439396324869,Republican,0.033047750702680845,Republican 0-4%,MT,12
Oregon,1992,"Clinton, Bill",Democratic,1462643,621314,0.42478855058958337,Democratic,0.031789724549029286,Democratic 0-4%,OR,20
Montana,1924,"Coolidge, Calvin",Republican,174423,74138,0.4250471554783486,Republican,0.034674216978523686,Republican 0-4%,MT,7
Oklahoma,1992,"Bush, George H.W.",Republican,1390359,592929,0.4264574832830945,Republican,0.09077037364308566,Republican 9% or more,OK,45
Colorado,1912,"Wilson, Woodrow",Democratic,266880,114232,0.4280275779376499,Democratic,0.00802507853091583,Democratic 0-4%,CO,4
Georgia,1968,"Wallace, George",American Independent,1250266,535550,0.42834884736528067,Republican,0.027898367297845672,Republican 0-4%,GA,14
Indiana,1992,"Bush, George H.W.",Republican,2305871,989375,0.42906780127769506,Republican,0.07289813595628652,Republican 4-9%,IN,40
New Jersey,1992,"Clinton, Bill",Democratic,3343594,1436206,0.42953959123027496,Republican,0.020346007095964347,Republican 0-4%,NJ,13
Indiana,1912,"Wilson, Woodrow",Democratic,654474,281890,0.4307122972035558,Democratic,0.03068053540365323,Democratic 0-4%,IN,9
Iowa,1992,"Clinton, Bill",Democratic,1354607,586353,0.43285838623305506,Democratic,0.0027761005187224574,Democratic 0-4%,IA,1
Virginia,1968,"Nixon, Richard",Republican,1361491,590319,0.43358274127408847,Republican,0.06756401882134022,Republican 4-9%,VA,34
Utah,1992,"Bush, George H.W.",Republican,744069,322632,0.43360494792821636,Republican,0.17208498175670212,Republican 9% or more,UT,50
Washington,1992,"Clinton, Bill",Democratic,2288230,993037,0.43397604261809347,Democratic,0.04136782010821338,Democratic 4-9%,WA,23
North Carolina,1992,"Bush, George H.W.",Republican,2611850,1134661,0.43442808737102057,Republican,0.03913383340876592,Republican 0-4%,NC,22
Georgia,1992,"Clinton, Bill",Democratic,2321133,1008966,0.4346868533599755,Republican,0.031127906105932468,Republican 0-4%,GA,19
Minnesota,1992,"Clinton, Bill",Democratic,2347948,1020997,0.4348465127847806,Democratic,0.04266421162796474,Democratic 4-9%,MN,24
Delaware,1992,"Clinton, Bill",Democratic,289735,126054,0.4350665263085233,Democratic,0.017430736430353977,Democratic 0-4%,DE,12
Arizona,1912,"Wilson, Woodrow",Democratic,23722,10324,0.4352078239608802,Whig/Other,0.006658342737613454,Whig/Other 0-4%,AZ,3
Nebraska,1892,"Harrison, Benjamin",Republican,200192,87213,0.4356467790920716,Republican,0.29450106888923155,Republican 9% or more,NE,34
Maryland,1968,"Humphrey, Hubert",Democratic,1235039,538310,0.4358647783592259,Democratic,0.013675530892810817,Democratic 0-4%,MD,9
Nebraska,1912,"Wilson, Woodrow",Democratic,249483,109008,0.4369355827851998,Whig/Other,0.00438388970984821,Whig/Other 0-4%,NE,2
Michigan,1992,"Clinton, Bill",Democratic,4274673,1871182,0.43773687484399393,Democratic,0.011602405852812359,Democratic 0-4%,MI,7
Kentucky,1968,"Nixon, Richard",Republican,1055893,462411,0.4379335784970636,Republican,0.03365775786253988,Republican 0-4%,KY,18
California,1892,"Cleveland, Grover",Democratic,269609,118174,0.43831622831582034,Republican,0.01658548509218849,Republican 0-4%,CA,9
Nevada,1996,"Clinton, Bill",Democratic,464279,203974,0.43933496884416484,Republican,0.041487319645557075,Republican 4-9%,NV,19
Missouri,1992,"Clinton, Bill",Democratic,2391565,1053873,0.44066249506076566,Democratic,0.03052047038623673,Democratic 0-4%,MO,18
Illinois,1856,"Buchanan, James",Democratic,239334,105528,0.44092356288701146,Republican,0.054923970746661444,Republican 4-9%,IL,4
Montana,1996,"Dole, Bob",Republican,407261,179652,0.4411225233940888,Republican,0.06422673770526904,Republican 4-9%,MT,29
North Dakota,1992,"Bush, George H.W.",Republican,308133,136244,0.442159716745691,Republican,0.11329623834598651,Republican 9% or more,ND,47
Vermont,1980,"Reagan, Ronald",Republican,213207,94598,0.4436908731889666,Democratic,0.01705400368768506,Democratic 0-4%,VT,7
Kentucky,1992,"Clinton, Bill",Democratic,1492900,665104,0.4455114207247639,Republican,0.015861413669238322,Republican 0-4%,KY,8
Oregon,1892,"Harrison, Benjamin",Republican,78491,35002,0.4459364767935177,Republican,0.22766932801930018,Republican 9% or more,OR,30
Virginia,1860,"Bell, John",Constitutional Union,166891,74481,0.4462852999862186,Democratic,0.4688617061038739,Democratic 9% or more,VA,22
Hawaii,1980,"Carter, Jimmy",Democratic,303287,135879,0.4480211812573569,Democratic,0.06389400676670143,Democratic 4-9%,HI,31
Missouri,1968,"Nixon, Richard",Republican,1809502,811932,0.4487046712299848,Republican,0.002329555605779965,Republican 0-4%,MO,2
Louisiana,1860,"Breckinridge, John",Southern Democratic,50510,22681,0.4490397941001782,Democratic,0.5732023198721902,Democratic 9% or more,LA,27.5
Illinois,1848,"Cass, Lewis",Democratic,124596,55952,0.44906738579087613,Democratic,0.040935613995252196,Democratic 4-9%,IL,13
Virginia,1992,"Bush, George H.W.",Republican,2558665,1150517,0.44965519128139086,Republican,0.06009931995833323,Republican 4-9%,VA,33
Delaware,1968,"Nixon, Richard",Republican,214367,96714,0.45116085964724045,Republican,0.016165593991577687,Republican 0-4%,DE,12
Pennsylvania,1992,"Clinton, Bill",Democratic,4959810,2239164,0.45146164873251193,Democratic,0.020936103993254185,Democratic 0-4%,PA,14
Kentucky,1860,"Bell, John",Constitutional Union,146216,66058,0.45178366252667285,Democratic,0.5227118516138152,Democratic 9% or more,KY,23
Ohio,1968,"Nixon, Richard",Republican,3959698,1791014,0.45231075703248075,Republican,0.008889900624565406,Republican 0-4%,OH,4
Alaska,1968,"Nixon, Richard",Republican,83035,37600,0.4528210995363401,Republican,0.010931428219657646,Republican 0-4%,AK,5
Maryland,1924,"Coolidge, Calvin",Republican,358630,162414,0.45287343501659094,Democratic,0.12905518777706754,Democratic 9% or more,MD,27
Massachusetts,1848,"Taylor, Zachary",Whig,134748,61072,0.4532312167898596,Whig/Other,0.1071414583639484,Whig/Other 9% or more,MA,24
South Carolina,1956,"Stevenson, Adlai",Democratic,300583,136372,0.4536916592089373,Democratic,0.2205622720211789,Democratic 9% or more,SC,46
Utah,2016,"Trump, Donald",Republican,1131430,515231,0.4553803593682331,Republican,0.13309568648549996,Republican 9% or more,UT,35
Delaware,1860,"Breckinridge, John",Southern Democratic,16115,7339,0.4554142103630158,Republican,0.208712573744831,Republican 9% or more,DE,17
Louisiana,1992,"Clinton, Bill",Democratic,1790017,815971,0.4558453914124838,Republican,0.007897812012742367,Republican 0-4%,LA,5
Maine,1980,"Reagan, Ronald",Republican,523011,238522,0.45605541757247936,Democratic,0.03395858007559882,Democratic 0-4%,ME,16
Nevada,1908,"Bryan, William",Democratic,24526,11212,0.45714751692081873,Democratic,0.05499084962914497,Democratic 4-9%,NV,20
Colorado,1996,"Dole, Bob",Republican,1510704,691848,0.4579639691163855,Republican,0.05494470950030189,Republican 4-9%,CO,26
Kentucky,1996,"Clinton, Bill",Democratic,1388708,636614,0.4584217848532593,Republican,0.04206212135459897,Republican 4-9%,KY,20
Maine,1848,"Cass, Lewis",Democratic,87625,40195,0.458716119828816,Democratic,0.0593043883977194,Democratic 4-9%,ME,20
New Mexico,1992,"Clinton, Bill",Democratic,569986,261617,0.45898846638338486,Democratic,0.016872377080665246,Democratic 0-4%,NM,10
Maryland,1860,"Breckinridge, John",Southern Democratic,92502,42482,0.45925493502843184,Democratic,0.2954783489278803,Democratic 9% or more,MD,19
Minnesota,1892,"Harrison, Benjamin",Republican,267238,122823,0.4596015536712593,Republican,0.06584344343607751,Republican 4-9%,MN,23
New York,1948,"Dewey, Thomas",Republican,6178502,2841163,0.4598465776979598,Republican,0.02911738746575121,Republican 0-4%,NY,16
California,1992,"Clinton, Bill",Democratic,11131721,5121325,0.46006587840280944,Democratic,0.05061809707689191,Democratic 4-9%,CA,29
New Jersey,1968,"Nixon, Richard",Republican,2875395,1325467,0.4609686669135893,Republican,0.007768477647338123,Republican 0-4%,NJ,3
Vermont,1992,"Clinton, Bill",Democratic,289701,133592,0.46113751764750555,Democratic,0.06799282296817022,Democratic 4-9%,VT,36
New York,1856,"Fremont, John",Republican,596486,276004,0.46271664381058397,Republican,0.1627502568497483,Republican 9% or more,NY,12
Minnesota,1916,"Hughes, Charles",Republican,387364,179544,0.46350202909924515,Republican,0.016981450859039127,Republican 0-4%,MN,9
Minnesota,2016,"Clinton, Hillary",Democratic,2944782,1367705,0.4644503396176695,Republican,9.421673287872134e-4,Republican 0-4%,MN,1
Delaware,1912,"Wilson, Woodrow",Democratic,48694,22631,0.4647595186265248,Democratic,0.113702753068331,Democratic 9% or more,DE,30
South Dakota,1996,"Dole, Bob",Republican,323826,150543,0.46488855125900946,Republican,0.0666884871493722,Republican 4-9%,SD,30
Minnesota,1980,"Carter, Jimmy",Democratic,2051953,954174,0.46500772678516517,Democratic,0.07519753603024404,Democratic 4-9%,MN,33
Arizona,1996,"Clinton, Bill",Democratic,1404405,653288,0.4651706594607681,Republican,0.03511492167948488,Republican 0-4%,AZ,15
Nebraska,1992,"Bush, George H.W.",Republican,739283,344346,0.4657837391093803,Republican,0.1476026542712277,Republican 9% or more,NE,49
California,1916,"Wilson, Woodrow",Democratic,999603,466289,0.46647419025353065,Republican,0.014403922662761914,Republican 0-4%,CA,6
New York,1980,"Reagan, Ronald",Republican,6201959,2893831,0.4665995050918589,Democratic,0.03833863090481371,Democratic 0-4%,NY,18
New Hampshire,2016,"Clinton, Hillary",Democratic,744158,348526,0.4683494634204027,Republican,0.007288819976785044,Republican 0-4%,NH,4
North Dakota,1996,"Dole, Bob",Republican,266411,125050,0.46938752528987165,Republican,0.08646582325644397,Republican 4-9%,ND,39
Oklahoma,1912,"Wilson, Woodrow",Democratic,253801,119156,0.46948593583161613,Democratic,0.3956458314070054,Democratic 9% or more,OK,48
Oregon,2000,"Gore, Al",Democratic,1533968,720342,0.4695938898334255,Republican,3.383601944010328e-4,Republican 0-4%,OR,1
Montana,1908,"Taft, William",Republican,68822,32333,0.46980616663276276,Democratic,0.020669046556288484,Democratic 0-4%,MT,5
Georgia,1996,"Dole, Bob",Republican,2299071,1080843,0.4701216273877579,Republican,0.053675325183569156,Republican 4-9%,GA,25
Rhode Island,1992,"Clinton, Bill",Democratic,453478,213299,0.4703623990579477,Democratic,0.08388803756518293,Democratic 4-9%,RI,43
Illinois,1968,"Nixon, Richard",Republican,4619749,2174774,0.47075587872847635,Republican,0.011951591372083792,Republican 0-4%,IL,7
Tennessee,1992,"Clinton, Bill",Democratic,1982638,933521,0.47084793088803906,Republican,0.008568824146139242,Republican 0-4%,TN,6
Nebraska,1924,"Coolidge, Calvin",Republican,464173,218585,0.470912784672956,Democratic,0.03793103566436212,Democratic 0-4%,NE,8
Virginia,1996,"Dole, Bob",Republican,2416642,1138350,0.471046187230049,Republican,0.05795857826869638,Republican 4-9%,VA,28
Ohio,1848,"Cass, Lewis",Democratic,328479,154773,0.47118080607892743,Democratic,0.054692166158228084,Democratic 4-9%,OH,18
Idaho,1924,"Coolidge, Calvin",Republican,148295,69879,0.47121615698438923,Republican,0.09017627116928018,Republican 9% or more,ID,18
Indiana,1996,"Dole, Bob",Republican,2135842,1006693,0.4713330854997701,Republican,0.07883669674848398,Republican 4-9%,IN,34
Maryland,1980,"Carter, Jimmy",Democratic,1540496,726161,0.4713812953749961,Democratic,0.0692447950780174,Democratic 4-9%,MD,32
Oregon,1996,"Clinton, Bill",Democratic,1377760,649641,0.4715197131575891,Republican,4.21476001445209e-4,Republican 0-4%,OR,1
Wisconsin,2016,"Trump, Donald",Republican,2975313,1404000,0.4718831262458773,Republican,0.013239436245077507,Republican 0-4%,WI,6
Delaware,1980,"Reagan, Ronald",Republican,235668,111252,0.47207087937267683,Democratic,0.04038556191405829,Democratic 4-9%,DE,19
New Jersey,1856,"Buchanan, James",Democratic,99396,46943,0.4722825868244195,Democratic,0.04572056195201679,Democratic 4-9%,NJ,3
Washington,1968,"Humphrey, Hubert",Democratic,1304281,616037,0.472319231821977,Democratic,0.015485750790422692,Democratic 0-4%,WA,10
Michigan,1848,"Cass, Lewis",Democratic,65082,30742,0.4723579484342829,Democratic,0.08881855082803308,Democratic 4-9%,MI,23
Massachusetts,1832,"Clay, Henry",National Republican,67619,31963,0.47269258640322986,Whig/Other,0.29355858026485604,Whig/Other 9% or more,MA,17
Missouri,1912,"Wilson, Woodrow",Democratic,698566,330746,0.4734642109693286,Democratic,0.12236685724409047,Democratic 9% or more,MO,32
Ohio,1996,"Clinton, Bill",Democratic,4534434,2148222,0.4737574744720069,Republican,0.011383141380822082,Republican 0-4%,OH,6
North Carolina,1892,"Cleveland, Grover",Democratic,280270,132951,0.47436757412495095,Democratic,0.05298207751723738,Democratic 4-9%,NC,21
Indiana,1916,"Hughes, Charles",Republican,718848,341005,0.4743770588497151,Republican,0.02157673138960836,Republican 0-4%,IN,11
Nevada,1968,"Nixon, Richard",Republican,154218,73188,0.47457495234019376,Republican,0.04299329232996851,Republican 4-9%,NV,21
Indiana,1892,"Cleveland, Grover",Democratic,553613,262740,0.47459145648675155,Republican,0.010023957673145012,Republican 0-4%,IN,8
Michigan,2016,"Trump, Donald",Republican,4799284,2279543,0.47497564219996147,Republican,0.010435786570207606,Republican 0-4%,MI,5
Missouri,1996,"Clinton, Bill",Democratic,2158065,1025935,0.4753957827961623,Republican,0.011882258433745907,Republican 0-4%,MO,8
Massachusetts,1992,"Clinton, Bill",Democratic,2773574,1318662,0.4754378285922784,Democratic,0.08637427778346252,Democratic 4-9%,MA,44
California,1948,"Truman, Harry",Democratic,4021538,1913134,0.4757219750254753,Republican,0.021349836430439473,Republican 0-4%,CA,9
Pennsylvania,1968,"Humphrey, Hubert",Democratic,4747928,2259405,0.4758717908106441,Democratic,0.0235319359980406,Democratic 0-4%,PA,13
Alabama,1992,"Bush, George H.W.",Republican,1688060,804283,0.4764540359939813,Republican,0.07276045521592861,Republican 4-9%,AL,39
Ohio,1892,"Harrison, Benjamin",Republican,850164,405187,0.47659863273439007,Republican,0.01755895986045153,Republican 0-4%,OH,10
Rhode Island,1980,"Carter, Jimmy",Democratic,416072,198342,0.47670114787825185,Democratic,0.11471396916118481,Democratic 9% or more,RI,40
Oklahoma,1968,"Nixon, Richard",Republican,943086,449697,0.4768356226261444,Republican,0.09445521990808858,Republican 9% or more,OK,40
North Dakota,1924,"Coolidge, Calvin",Republican,199081,94931,0.47684610786564263,Republican,0.22046456035669648,Republican 9% or more,ND,36
Wisconsin,1892,"Cleveland, Grover",Democratic,371581,177325,0.47721761876952806,Republican,0.007965065512309522,Republican 0-4%,WI,6
Tennessee,1860,"Bell, John",Constitutional Union,146106,69728,0.4772425499295032,Democratic,0.5732023198721902,Democratic 9% or more,TN,27.5
Oregon,1976,"Ford, Gerald",Republican,1029876,492120,0.4778439346096035,Republican,0.011394588492493973,Republican 0-4%,OR,8
Michigan,1892,"Harrison, Benjamin",Republican,466045,222708,0.4778680170369814,Republican,0.04174041516214455,Republican 4-9%,MI,15
California,1968,"Nixon, Richard",Republican,7251587,3467664,0.47819380778304116,Republican,0.012578393927502263,Republican 0-4%,CA,8
Ohio,1852,"Pierce, Franklin",Democratic,353188,168933,0.4783090025708688,Whig/Other,0.01115641322598282,Whig/Other 0-4%,OH,9
Wisconsin,2000,"Gore, Al",Democratic,2598607,1242987,0.47832819660687437,Republican,0.0015465970181285926,Republican 0-4%,WI,3
North Dakota,1916,"Wilson, Woodrow",Democratic,115390,55206,0.4784296732819135,Republican,0.008452657371826933,Republican 0-4%,ND,4
Wisconsin,1968,"Nixon, Richard",Republican,1691538,809997,0.4788523816786853,Republican,0.015568763515886985,Republican 0-4%,WI,11
Virginia,1948,"Truman, Harry",Democratic,419256,200786,0.47891026007976034,Democratic,0.014812856262278906,Democratic 0-4%,VA,7
Maine,2016,"Clinton, Hillary",Democratic,740990,354873,0.4789173942968191,Democratic,0.00523525660794566,Democratic 0-4%,ME,3
Wisconsin,1980,"Reagan, Ronald",Republican,2273221,1088845,0.47898774470234085,Democratic,0.027150328630229537,Democratic 0-4%,WI,15
Minnesota,2000,"Gore, Al",Democratic,2438685,1168266,0.479055720603522,Democratic,0.010166839708406594,Democratic 0-4%,MN,7
New Mexico,2000,"Gore, Al",Democratic,598605,286783,0.47908554054844177,Republican,0.002378019756615224,Republican 0-4%,NM,4
Nevada,2016,"Clinton, Hillary",Democratic,1125385,539260,0.4791782367811904,Democratic,0.0036779897992598176,Democratic 0-4%,NV,2
New York,1848,"Taylor, Zachary",Whig,455944,218583,0.47940755882301334,Whig/Other,0.1299040981232249,Whig/Other 9% or more,NY,26
Oklahoma,1908,"Bryan, William",Democratic,254983,122363,0.4798868944204123,Democratic,0.07058389527004455,Democratic 4-9%,OK,22
Colorado,1908,"Bryan, William",Democratic,263858,126644,0.4799702870483366,Democratic,0.050947213989805784,Democratic 4-9%,CO,16
Tennessee,1996,"Clinton, Bill",Democratic,1894105,909146,0.4799871179264085,Republican,0.034486209779421906,Republican 0-4%,TN,14
Florida,1996,"Clinton, Bill",Democratic,5303794,2546870,0.48019776032025374,Republican,0.015803021246963422,Republican 0-4%,FL,9
South Carolina,1992,"Bush, George H.W.",Republican,1202527,577507,0.48024451841829746,Republican,0.08090257432450726,Republican 4-9%,SC,41
Michigan,1884,"Blaine, James",Republican,401186,192669,0.48024856301067337,Republican,0.007275809916040599,Republican 0-4%,MI,5
New Hampshire,2000,"Bush, George W.",Republican,569081,273559,0.4807030985044308,Republican,0.009375282001894691,Republican 0-4%,NH,6
Hawaii,1992,"Clinton, Bill",Democratic,372842,179310,0.48092757790163126,Democratic,0.032650586691314154,Democratic 0-4%,HI,21
Washington,1916,"Wilson, Woodrow",Democratic,380994,183388,0.48134091350519953,Democratic,0.006639965152347993,Democratic 0-4%,WA,3
Arkansas,1980,"Reagan, Ronald",Republican,837582,403164,0.4813427222648051,Democratic,0.04985635498659774,Democratic 4-9%,AR,28
Connecticut,1980,"Reagan, Ronald",Republican,1406285,677210,0.4815595700729226,Republican,0.0025185488112939858,Republican 0-4%,CT,2
Colorado,2016,"Clinton, Hillary",Democratic,2780204,1338870,0.48157257524987374,Democratic,0.01757464393493946,Democratic 0-4%,CO,9
Michigan,1968,"Humphrey, Hubert",Democratic,3306250,1593082,0.4818395463137996,Democratic,0.041582403274887936,Democratic 4-9%,MI,20
New York,1884,"Cleveland, Grover",Democratic,1167169,563154,0.48249567971733315,Republican,0.002435712494777975,Republican 0-4%,NY,2
New Mexico,2016,"Clinton, Hillary",Democratic,798318,385234,0.48255707625282157,Democratic,0.03724962024120093,Democratic 0-4%,NM,14
Oklahoma,1996,"Dole, Bob",Republican,1206713,582315,0.48256296236139,Republican,0.09135872426508523,Republican 9% or more,OK,40
Vermont,1848,"Taylor, Zachary",Whig,47922,23132,0.4827010558824757,Whig/Other,0.15206132802942773,Whig/Other 9% or more,VT,27
Louisiana,1968,"Wallace, George",American Independent,1097450,530300,0.4832110802314456,Democratic,0.04997324298720529,Democratic 4-9%,LA,25
