State,year,winner_name,winner_party,total_votes,winner_votes,winner_percent,party_lean,PVI,key,Abbreviation,PVI_rank
New York,1836,"Van Buren, Martin",Democratic,305343,166795,0.54625454,Whig/Other,0.03499139552,Whig/Other 0-4%,NY,4
Illinois,1836,"Van Buren, Martin",Democratic,33589,18369,0.5468754652,Whig/Other,0.03437047031,Whig/Other 0-4%,IL,3
Massachusetts,1836,"Webster, Daniel",Whig,74732,41201,0.551316705,Democratic,0.4187540645,Democratic 9% or more,MA,20.5
Alabama,1836,"Van Buren, Martin",Democratic,37296,20638,0.5533569284,Democratic,0.4187540645,Democratic 9% or more,AL,20.5
Indiana,1836,"Harrison, William",Whig,73759,41281,0.5596740737,Whig/Other,0.1409200092,Whig/Other 9% or more,IN,13
Michigan,1836,"Van Buren, Martin",Democratic,12667,7122,0.5622483619,Whig/Other,0.01899757361,Whig/Other 0-4%,MI,1
Virginia,1836,"Van Buren, Martin",Democratic,53945,30556,0.56642877,Democratic,0.4187540645,Democratic 9% or more,VA,20.5
Tennessee,1836,"White, Hugh",Whig,62197,36027,0.5792401563,Democratic,0.4187540645,Democratic 9% or more,TN,20.5
Maine,1836,"Van Buren, Martin",Democratic,38740,22825,0.5891843056,Democratic,0.02535021631,Democratic 0-4%,ME,2
Vermont,1836,"Harrison, William",Whig,35031,20994,0.5992977648,Whig/Other,0.1805437003,Whig/Other 9% or more,VT,15
Missouri,1836,"Van Buren, Martin",Democratic,18332,10995,0.5997708924,Democratic,0.4187540645,Democratic 9% or more,MO,20.5
Arkansas,1836,"Van Buren, Martin",Democratic,3714,2380,0.6408185245,Democratic,0.4187540645,Democratic 9% or more,AR,20.5
New Hampshire,1836,"Van Buren, Martin",Democratic,24925,18697,0.7501303912,Democratic,0.1688844557,Democratic 9% or more,NH,14
Pennsylvania,1840,"Harrison, William",Whig,288026,144010,0.4999895843,Democratic,0.02975717044,Democratic 0-4%,PA,13
Maine,1840,"Harrison, William",Whig,92802,46612,0.5022736579,Democratic,0.02806400656,Democratic 0-4%,ME,11
Virginia,1840,"Van Buren, Martin",Democratic,86394,43757,0.5064819316,Democratic,0.03681959607,Democratic 0-4%,VA,14
Illinois,1840,"Van Buren, Martin",Democratic,93175,47441,0.5091601825,Democratic,0.04037368015,Democratic 4-9%,IL,15
New York,1840,"Harrison, William",Whig,441543,226001,0.5118436936,Democratic,0.01521688512,Democratic 0-4%,NY,6
Michigan,1840,"Harrison, William",Whig,44350,22933,0.5170913191,Democratic,0.009476413915,Democratic 0-4%,MI,3
New Jersey,1840,"Harrison, William",Whig,64454,33351,0.5174387936,Democratic,0.01234434303,Democratic 0-4%,NJ,4
Mississippi,1840,"Harrison, William",Whig,36525,19515,0.5342915811,Whig/Other,0.003953916655,Whig/Other 0-4%,MS,1
Maryland,1840,"Harrison, William",Whig,62280,33528,0.5383429672,Whig/Other,0.00800530279,Whig/Other 0-4%,MD,2
Ohio,1840,"Harrison, William",Whig,273842,148157,0.5410309595,Whig/Other,0.0124832589,Whig/Other 0-4%,OH,5
Alabama,1840,"Van Buren, Martin",Democratic,62511,33996,0.5438402841,Democratic,0.07417794856,Democratic 4-9%,AL,19
New Hampshire,1840,"Van Buren, Martin",Democratic,59956,32774,0.5466341984,Democratic,0.08503944497,Democratic 4-9%,NH,21
Delaware,1840,"Harrison, William",Whig,10852,5967,0.5498525617,Whig/Other,0.0201743754,Whig/Other 0-4%,DE,7
Connecticut,1840,"Harrison, William",Whig,56879,31598,0.5555301605,Whig/Other,0.02519249606,Whig/Other 0-4%,CT,8
Tennessee,1840,"Harrison, William",Whig,108145,60194,0.5566045587,Whig/Other,0.02626689424,Whig/Other 0-4%,TN,9
Georgia,1840,"Harrison, William",Whig,72322,40339,0.5577694201,Whig/Other,0.02743175564,Whig/Other 0-4%,GA,10
Indiana,1840,"Harrison, William",Whig,116906,65302,0.5585855303,Whig/Other,0.0282478658,Whig/Other 0-4%,IN,12
Arkansas,1840,"Van Buren, Martin",Democratic,11839,6679,0.5641523777,Democratic,0.09449004219,Democratic 9% or more,AR,22
Missouri,1840,"Van Buren, Martin",Democratic,52923,29969,0.5662755324,Democratic,0.09661319683,Democratic 9% or more,MO,23
Massachusetts,1840,"Harrison, William",Whig,126825,72852,0.5744293318,Whig/Other,0.05151478788,Whig/Other 4-9%,MA,17
North Carolina,1840,"Harrison, William",Whig,80735,46567,0.5767882579,Whig/Other,0.04645059343,Whig/Other 4-9%,NC,16
Louisiana,1840,"Harrison, William",Whig,18912,11296,0.5972927242,Whig/Other,0.06695505974,Whig/Other 4-9%,LA,18
Rhode Island,1840,"Harrison, William",Whig,8621,5278,0.6122259599,Whig/Other,0.08488555504,Whig/Other 4-9%,RI,20
Vermont,1840,"Harrison, William",Whig,50773,32445,0.6390207394,Whig/Other,0.1127233416,Whig/Other 9% or more,VT,25
Kentucky,1840,"Harrison, William",Whig,91104,58488,0.6419915701,Whig/Other,0.1116539056,Whig/Other 9% or more,KY,24
New York,1844,"Polk, James",Democratic,485882,237588,0.4889829218,Whig/Other,0.002034249313,Whig/Other 0-4%,NY,2
Ohio,1844,"Clay, Henry",Whig,312224,155113,0.4968003741,Whig/Other,0.01741360862,Whig/Other 0-4%,OH,8
Michigan,1844,"Polk, James",Democratic,55751,27737,0.4975157396,Democratic,0.02479209018,Democratic 0-4%,MI,11
Tennessee,1844,"Clay, Henry",Whig,119957,60040,0.5005126837,Whig/Other,0.007978039031,Whig/Other 0-4%,TN,6
Indiana,1844,"Polk, James",Democratic,140154,70181,0.5007420409,Democratic,9.16E-04,Democratic 0-4%,IN,1
New Jersey,1844,"Clay, Henry",Whig,75944,38318,0.5045559886,Whig/Other,0.01289318432,Whig/Other 0-4%,NJ,7
Pennsylvania,1844,"Polk, James",Democratic,331572,167447,0.50500947,Democratic,0.002155062733,Democratic 0-4%,PA,3
Massachusetts,1844,"Clay, Henry",Whig,132037,67062,0.5079030878,Whig/Other,0.06584538546,Whig/Other 4-9%,MA,19
Connecticut,1844,"Clay, Henry",Whig,64616,32832,0.5081094466,Whig/Other,0.03132730544,Whig/Other 0-4%,CT,13
Georgia,1844,"Polk, James",Democratic,86247,44147,0.5118670794,Democratic,0.004401724116,Democratic 0-4%,GA,4
Delaware,1844,"Clay, Henry",Whig,12247,6271,0.5120437658,Whig/Other,0.01976010248,Whig/Other 0-4%,DE,9
Louisiana,1844,"Polk, James",Democratic,26865,13782,0.5130094919,Democratic,0.005544136585,Democratic 0-4%,LA,5
Maryland,1844,"Clay, Henry",Whig,68690,35984,0.523860824,Whig/Other,0.03132617931,Whig/Other 0-4%,MD,12
North Carolina,1844,"Clay, Henry",Whig,82521,43232,0.5238908884,Whig/Other,0.03136894116,Whig/Other 0-4%,NC,14
Virginia,1844,"Polk, James",Democratic,95539,50679,0.5304535321,Democratic,0.02298817675,Democratic 0-4%,VA,10
Maine,1844,"Polk, James",Democratic,84933,45719,0.5382948913,Democratic,0.06333005525,Democratic 4-9%,ME,18
Illinois,1844,"Polk, James",Democratic,109057,58795,0.5391217437,Democratic,0.05436514473,Democratic 4-9%,IL,16
Kentucky,1844,"Clay, Henry",Whig,113237,61249,0.5408921112,Whig/Other,0.04835746655,Whig/Other 4-9%,KY,15
Vermont,1844,"Clay, Henry",Whig,48829,26780,0.5484445719,Whig/Other,0.1048465148,Whig/Other 9% or more,VT,23
New Hampshire,1844,"Polk, James",Democratic,49187,27160,0.5521784211,Democratic,0.09574168062,Democratic 9% or more,NH,22
Missouri,1844,"Polk, James",Democratic,72522,41322,0.5697857202,Democratic,0.06232036488,Democratic 4-9%,MO,17
Mississippi,1844,"Polk, James",Democratic,45004,25846,0.5743045063,Democratic,0.06683915095,Democratic 4-9%,MS,20
Alabama,1844,"Polk, James",Democratic,63403,37401,0.5898932227,Democratic,0.0824278674,Democratic 4-9%,AL,21
Rhode Island,1844,"Clay, Henry",Whig,12296,7322,0.5954782043,Whig/Other,0.1081709095,Whig/Other 9% or more,RI,24
Arkansas,1844,"Polk, James",Democratic,15150,9546,0.6300990099,Democratic,0.1226336546,Democratic 9% or more,AR,25
Wisconsin,1848,"Cass, Lewis",Democratic,39166,15001,0.3830107747,Democratic,0.0485047534,Democratic 4-9%,WI,17
Illinois,1848,"Cass, Lewis",Democratic,124596,55952,0.4490673858,Democratic,0.040935614,Democratic 4-9%,IL,13
Massachusetts,1848,"Taylor, Zachary",Whig,134748,61072,0.4532312168,Whig/Other,0.1071414584,Whig/Other 9% or more,MA,24
Maine,1848,"Cass, Lewis",Democratic,87625,40195,0.4587161198,Democratic,0.0593043884,Democratic 4-9%,ME,20
Ohio,1848,"Cass, Lewis",Democratic,328479,154773,0.4711808061,Democratic,0.05469216616,Democratic 4-9%,OH,18
Michigan,1848,"Cass, Lewis",Democratic,65082,30742,0.4723579484,Democratic,0.08881855083,Democratic 4-9%,MI,23
New York,1848,"Taylor, Zachary",Whig,455944,218583,0.4794075588,Whig/Other,0.1299040981,Whig/Other 9% or more,NY,26
Vermont,1848,"Taylor, Zachary",Whig,47922,23132,0.4827010559,Whig/Other,0.152061328,Whig/Other 9% or more,VT,27
Connecticut,1848,"Taylor, Zachary",Whig,62398,30318,0.4858809577,Whig/Other,0.001779025348,Whig/Other 0-4%,CT,2
Indiana,1848,"Cass, Lewis",Democratic,152752,74745,0.4893225621,Democratic,0.04341743408,Democratic 4-9%,IN,14
Pennsylvania,1848,"Taylor, Zachary",Whig,368552,185313,0.5028137142,Democratic,0.008030377891,Democratic 0-4%,PA,6
Iowa,1848,"Cass, Lewis",Democratic,22271,11238,0.5046023977,Democratic,0.05759023213,Democratic 4-9%,IA,19
Alabama,1848,"Cass, Lewis",Democratic,61659,31173,0.5055709629,Democratic,0.03229830339,Democratic 0-4%,AL,10
Mississippi,1848,"Cass, Lewis",Democratic,52456,26545,0.50604316,Democratic,0.0327377005,Democratic 0-4%,MS,11
Virginia,1848,"Cass, Lewis",Democratic,92004,46739,0.5080105213,Democratic,0.0347050618,Democratic 0-4%,VA,12
New Jersey,1848,"Taylor, Zachary",Whig,77735,40015,0.5147616904,Democratic,0.006451678172,Democratic 0-4%,NJ,5
Georgia,1848,"Taylor, Zachary",Whig,92317,47532,0.5148780831,Democratic,0.01181645739,Democratic 0-4%,GA,7
Delaware,1848,"Taylor, Zachary",Whig,12432,6440,0.518018018,Democratic,0.005237050637,Democratic 0-4%,DE,4
Maryland,1848,"Taylor, Zachary",Whig,72359,37702,0.521040921,Democratic,0.004723060521,Democratic 0-4%,MD,3
Tennessee,1848,"Taylor, Zachary",Whig,122463,64321,0.5252280281,Democratic,0.001466512458,Democratic 0-4%,TN,1
Louisiana,1848,"Taylor, Zachary",Whig,33866,18487,0.5458867301,Whig/Other,0.01919218954,Whig/Other 0-4%,LA,8
Arkansas,1848,"Cass, Lewis",Democratic,16888,9301,0.5507460919,Democratic,0.07744063241,Democratic 4-9%,AR,21
Missouri,1848,"Cass, Lewis",Democratic,72748,40077,0.550901743,Democratic,0.07759628352,Democratic 4-9%,MO,22
North Carolina,1848,"Taylor, Zachary",Whig,79852,44054,0.5516956369,Whig/Other,0.02518078833,Whig/Other 0-4%,NC,9
New Hampshire,1848,"Cass, Lewis",Democratic,50104,27763,0.5541074565,Democratic,0.1792659959,Democratic 9% or more,NH,28
Florida,1848,"Taylor, Zachary",Whig,7203,4120,0.5719838956,Whig/Other,0.04528935508,Whig/Other 4-9%,FL,15
Kentucky,1848,"Taylor, Zachary",Whig,116865,67145,0.5745518333,Whig/Other,0.0478572928,Whig/Other 4-9%,KY,16
Rhode Island,1848,"Taylor, Zachary",Whig,11155,6779,0.6077095473,Whig/Other,0.1235692485,Whig/Other 9% or more,RI,25
Texas,1848,"Cass, Lewis",Democratic,15177,10668,0.7029057126,Democratic,0.2296002531,Democratic 9% or more,TX,29
Massachusetts,1852,"Scott, Winfield",Whig,127103,52683,0.41449061,Whig/Other,0.07839726753,Whig/Other 4-9%,MA,24
Ohio,1852,"Pierce, Franklin",Democratic,353188,168933,0.4783090026,Whig/Other,0.01115641323,Whig/Other 0-4%,OH,9
Connecticut,1852,"Pierce, Franklin",Democratic,66781,33249,0.4978811339,Whig/Other,0.01396363353,Whig/Other 0-4%,CT,10
Delaware,1852,"Pierce, Franklin",Democratic,12673,6318,0.4985402036,Whig/Other,0.03568970364,Whig/Other 0-4%,DE,18
New York,1852,"Pierce, Franklin",Democratic,522294,262083,0.5017920941,Whig/Other,0.009313783394,Whig/Other 0-4%,NY,7
Iowa,1852,"Pierce, Franklin",Democratic,35364,17763,0.5022904649,Whig/Other,0.008318963613,Whig/Other 0-4%,IA,6
North Carolina,1852,"Pierce, Franklin",Democratic,78891,39788,0.5043414331,Whig/Other,0.03195560338,Whig/Other 0-4%,NC,17
Michigan,1852,"Pierce, Franklin",Democratic,82939,41842,0.5044912526,Democratic,0.0160389735,Democratic 0-4%,MI,11
Vermont,1852,"Scott, Winfield",Whig,43890,22173,0.5051948052,Whig/Other,0.1662916012,Whig/Other 9% or more,VT,28
Maine,1852,"Pierce, Franklin",Democratic,82182,41609,0.5063030834,Democratic,0.02445028819,Democratic 0-4%,ME,15
Tennessee,1852,"Scott, Winfield",Whig,115486,58586,0.5072995861,Whig/Other,0.0439804879,Whig/Other 4-9%,TN,19
Pennsylvania,1852,"Pierce, Franklin",Democratic,387839,198562,0.5119701732,Whig/Other,0.01092004433,Whig/Other 0-4%,PA,8
Rhode Island,1852,"Pierce, Franklin",Democratic,17005,8735,0.5136724493,Whig/Other,0.002789330383,Whig/Other 0-4%,RI,2
Kentucky,1852,"Scott, Winfield",Whig,111643,57428,0.5143896169,Whig/Other,0.05229902763,Whig/Other 4-9%,KY,20
Illinois,1852,"Pierce, Franklin",Democratic,154974,80378,0.5186547421,Democratic,0.01722610731,Democratic 0-4%,IL,12
Louisiana,1852,"Pierce, Franklin",Democratic,35902,18647,0.5193861066,Whig/Other,0.01729479518,Whig/Other 0-4%,LA,13
Wisconsin,1852,"Pierce, Franklin",Democratic,64682,33658,0.5203611515,Democratic,0.06577488684,Democratic 4-9%,WI,22
Indiana,1852,"Pierce, Franklin",Democratic,183170,95340,0.5205000819,Democratic,0.004282892093,Democratic 0-4%,IN,4
California,1852,"Pierce, Franklin",Democratic,76810,40721,0.5301523239,Whig/Other,0.005719797139,Whig/Other 0-4%,CA,5
New Jersey,1852,"Pierce, Franklin",Democratic,83220,44305,0.5323840423,Whig/Other,0.001990275332,Whig/Other 0-4%,NJ,1
Maryland,1852,"Pierce, Franklin",Democratic,75120,40022,0.5327742279,Whig/Other,0.003757693771,Whig/Other 0-4%,MD,3
Virginia,1852,"Pierce, Franklin",Democratic,132604,73872,0.5570872674,Democratic,0.02040636555,Democratic 0-4%,VA,14
New Hampshire,1852,"Pierce, Franklin",Democratic,50535,28503,0.5640249332,Democratic,0.1112765421,Democratic 9% or more,NH,27
Missouri,1852,"Pierce, Franklin",Democratic,68801,38817,0.5641923809,Democratic,0.02751147912,Democratic 0-4%,MO,16
Florida,1852,"Pierce, Franklin",Democratic,7193,4318,0.6003058529,Democratic,0.06362495111,Democratic 4-9%,FL,21
Mississippi,1852,"Pierce, Franklin",Democratic,44454,26896,0.6050299186,Democratic,0.06834901676,Democratic 4-9%,MS,23
Alabama,1852,"Pierce, Franklin",Democratic,44147,26881,0.6088975468,Democratic,0.1042279724,Democratic 9% or more,AL,26
Arkansas,1852,"Pierce, Franklin",Democratic,19577,12173,0.6218010931,Democratic,0.08512019132,Democratic 4-9%,AR,25
Georgia,1852,"Pierce, Franklin",Democratic,62626,40516,0.6469517453,Democratic,0.1719380992,Democratic 9% or more,GA,29
Texas,1852,"Pierce, Franklin",Democratic,18547,13552,0.7306842077,Democratic,0.1940033059,Democratic 9% or more,TX,30
Illinois,1856,"Buchanan, James",Democratic,239334,105528,0.4409235629,Republican,0.05492397075,Republican 4-9%,IL,4
New York,1856,"Fremont, John",Republican,596486,276004,0.4627166438,Republican,0.1627502568,Republican 9% or more,NY,12
New Jersey,1856,"Buchanan, James",Democratic,99396,46943,0.4722825868,Democratic,0.04572056195,Democratic 4-9%,NJ,3
California,1856,"Buchanan, James",Democratic,110255,53342,0.4838057231,Democratic,0.1425402334,Democratic 9% or more,CA,10
Ohio,1856,"Fremont, John",Republican,386497,187497,0.4851189013,Republican,0.1010422403,Republican 9% or more,OH,5
Iowa,1856,"Fremont, John",Republican,92310,45073,0.4882786264,Republican,0.1232570378,Republican 9% or more,IA,7
Pennsylvania,1856,"Buchanan, James",Democratic,460161,230686,0.5013158438,Democratic,0.03247583814,Democratic 0-4%,PA,2
Indiana,1856,"Buchanan, James",Democratic,235431,118670,0.5040542664,Republican,0.02083132417,Republican 0-4%,IN,1
Louisiana,1856,"Buchanan, James",Democratic,42873,22164,0.5169687216,Democratic,0.4221502056,Democratic 9% or more,LA,24.5
Tennessee,1856,"Buchanan, James",Democratic,133582,69704,0.5218068303,Democratic,0.4221502056,Democratic 9% or more,TN,24.5
Kentucky,1856,"Buchanan, James",Democratic,142058,74642,0.5254332737,Democratic,0.4221502056,Democratic 9% or more,KY,24.5
Connecticut,1856,"Fremont, John",Republican,80329,42717,0.531775573,Republican,0.1275190947,Republican 9% or more,CT,8
New Hampshire,1856,"Fremont, John",Republican,69774,37473,0.5370625161,Republican,0.118086805,Republican 9% or more,NH,6
Missouri,1856,"Buchanan, James",Democratic,106486,57964,0.5443344665,Democratic,0.4221502056,Democratic 9% or more,MO,24.5
Maryland,1856,"Fillmore, Millard",American,86860,47452,0.5463043979,Democratic,0.4149181714,Democratic 9% or more,MD,18
Delaware,1856,"Buchanan, James",Democratic,14598,8004,0.5482942869,Democratic,0.3848637009,Democratic 9% or more,DE,17
Wisconsin,1856,"Fremont, John",Republican,119512,66090,0.552998862,Republican,0.1335408138,Republican 9% or more,WI,9
North Carolina,1856,"Buchanan, James",Democratic,84963,48243,0.567811871,Democratic,0.4221502056,Democratic 9% or more,NC,24.5
Florida,1856,"Buchanan, James",Democratic,11191,6358,0.5681351086,Democratic,0.4221502056,Democratic 9% or more,FL,24.5
Georgia,1856,"Buchanan, James",Democratic,99020,56581,0.5714098162,Democratic,0.4221502056,Democratic 9% or more,GA,24.5
Michigan,1856,"Fremont, John",Republican,125561,71762,0.571530969,Republican,0.1570380173,Republican 9% or more,MI,11
Rhode Island,1856,"Fremont, John",Republican,19822,11467,0.5784986379,Republican,0.2097448735,Republican 9% or more,RI,13
Mississippi,1856,"Buchanan, James",Democratic,59647,35456,0.5944305665,Democratic,0.4221502056,Democratic 9% or more,MS,24.5
Virginia,1856,"Buchanan, James",Democratic,150233,90083,0.5996219206,Democratic,0.4221502056,Democratic 9% or more,VA,24.5
Maine,1856,"Fremont, John",Republican,109689,67279,0.6133614127,Republican,0.2100583286,Republican 9% or more,ME,14
Alabama,1856,"Buchanan, James",Democratic,75291,46739,0.6207780478,Democratic,0.4221502056,Democratic 9% or more,AL,24.5
Massachusetts,1856,"Fremont, John",Republican,170048,108172,0.6361262702,Republican,0.3116371717,Republican 9% or more,MA,15
Texas,1856,"Buchanan, James",Democratic,46808,31169,0.6658904461,Democratic,0.4221502056,Democratic 9% or more,TX,24.5
Arkansas,1856,"Buchanan, James",Democratic,32642,21910,0.6712211262,Democratic,0.4221502056,Democratic 9% or more,AR,24.5
Vermont,1856,"Fremont, John",Republican,50748,39561,0.7795578151,Republican,0.3668920379,Republican 9% or more,VT,16
California,1860,"Lincoln, Abraham",Republican,119827,38733,0.3232410058,Democratic,0.0684194392,Democratic 4-9%,CA,11
Missouri,1860,"Douglas, Stephen",(Northern) Democratic,165563,58801,0.3551578553,Democratic,0.348644433,Democratic 9% or more,MO,20
Oregon,1860,"Lincoln, Abraham",Republican,14761,5344,0.3620350925,Democratic,0.009191765782,Democratic 0-4%,OR,3
Virginia,1860,"Bell, John",Constitutional Union,166891,74481,0.4462853,Democratic,0.4688617061,Democratic 9% or more,VA,22
Louisiana,1860,"Breckinridge, John",Southern Democratic,50510,22681,0.4490397941,Democratic,0.5732023199,Democratic 9% or more,LA,27.5
Kentucky,1860,"Bell, John",Constitutional Union,146216,66058,0.4517836625,Democratic,0.5227118516,Democratic 9% or more,KY,23
